18.65  0.010523915  0.000152249  0.000152249  4.70086e-14  9.379449115e+23   75   4778   4778  1.01640976331990320e+17
18.75  0.005713434  0.000100587  0.000100587  3.21290e-14  1.016008204e+24   68   3159   3159  9.83223878738834080e+16
18.85  0.003166274  0.000067408  0.000067408  2.24155e-14  1.123436409e+24   47   2162   2162  9.64511164149807040e+16
18.95  0.001750225  0.000044893  0.000044893  1.55989e-14  1.239064410e+24   38   1483   1483  9.50708062748014240e+16
19.05  0.000998504  0.000030241  0.000030241  1.12034e-14  1.410424388e+24   39   1052   1052  9.39000660513772480e+16
19.15  0.000525357  0.000019871  0.000019871  7.42087e-15  1.480657201e+24   23    699    699  9.41938074646234240e+16
19.25  0.000268475  0.000012468  0.000012468  4.77424e-15  1.509745872e+24   16    451    451  9.44652970944066560e+16
19.35  0.000151658  0.000008418  0.000008418  3.39519e-15  1.701630747e+24    9    323    323  9.51345874604955840e+16
19.45  0.000075352  0.000005328  0.000005328  2.12370e-15  1.686921152e+24    9    200    200  9.41752601591561760e+16
19.55  0.000032231  0.000003076  0.000003076  1.14361e-15  1.439705886e+24    3    110    110  9.61866370528414400e+16
19.65  0.000010025  0.000001515  0.000001515  4.47781e-16  8.934790653e+23    0	    43     43  9.60290856467782240e+16
19.75  0.000005044  0.000000944  0.000000944  2.83649e-16  8.969641342e+23    1     28     28  9.87135509027001600e+16
19.85  0.000003231  0.000000661  0.000000661  2.28749e-16  1.146402060e+24    1     23     23  1.00546887636667264e+17
19.95  0.000000542  0.000000302  0.000000241  4.83481e-17  3.837066150e+23    0      5      5  1.03416680283196240e+17
20.05  0.000000167  0.000000186  0.000000104  1.87123e-17  2.358937699e+23    0      2      2  1.06881569876498352e+17
20.15  0.000000000  0.000000081  0.000000000  0.           0.                 0      0      0  1.06881569876498352e+17
20.25  0.000000049  0.000000085  0.000000031  8.70251e-18  2.755472493e+23    0      1      1  1.14909376720049744e+17
20.35  0.000000000  0.000000047  0.000000000  0.           0.                 0      0      0  1.14909376720049744e+17
20.45  0.000000000  0.000000036  0.000000000  0.           0.                 0      0      0  1.14909376720049744e+17
