18.7292  0.010523915  0.000152249  0.000152249  5.641e-14   1.6208e+24  75  4778  4778  8.47008e+16
18.8292  0.005713434  0.000100587  0.000100587  3.8555e-14  1.7557e+24  68  3159  3159  8.19353e+16
18.9292  0.003166274  6.7408e-05   6.7408e-05   2.6899e-14  1.9413e+24  47  2162  2162  8.03759e+16
19.0292  0.001750225  4.4893e-05   4.4893e-05   1.8719e-14  2.1411e+24  38  1483  1483  7.92257e+16
19.1292  0.000998504  3.0241e-05   3.0241e-05   1.3444e-14  2.4372e+24  39  1052  1052  7.82501e+16
19.2292  0.000525357  1.9871e-05   1.9871e-05   8.905e-15   2.5586e+24  23  699    699  7.84949e+16
19.3292  0.000268475  1.2468e-05   1.2468e-05   5.7291e-15  2.6088e+24  16  451    451  7.87212e+16
19.4292  0.000151658  8.418e-06    8.418e-06    4.0742e-15  2.9404e+24   9  323    323  7.92786e+16
19.5292  7.5352e-05   5.328e-06    5.328e-06    2.5484e-15  2.915e+24    9  200    200  7.84791e+16
19.6292  3.2231e-05   3.076e-06    3.076e-06    1.3723e-15  2.4878e+24   3  110    110  8.01563e+16
19.7292  1.0025e-05   1.515e-06    1.515e-06    5.3736e-16  1.5439e+24   0   43     43  8.00208e+16
19.8292  5.044e-06    9.44e-07     9.44e-07     3.4037e-16  1.55e+24     1   28     28  8.22625e+16
19.9292  3.231e-06    6.61e-07     6.61e-07     2.7448e-16  1.981e+24    1   23     23  8.37934e+16
20.0292  5.42e-07     3.02e-07     2.41e-07     5.7967e-17  6.6305e+23   0    5      5  8.6256e+16
20.1292  1.67e-07     1.86e-07     1.04e-07     2.2485e-17  4.0762e+23   0    2      2  8.89472e+16
20.2292  0.0          8.1e-08      0.0          0.0         0.0          0    0      0  8.89472e+16
20.3292  4.9e-08      8.5e-08      3.1e-08      1.0456e-17  4.7615e+23   0    1      1  9.56363e+16
20.4292  0.0          4.7e-08      0.0          0.0         0.0          0    0      0  9.56363e+16
20.5292  0.0          3.6e-08      0.0          0.0         0.0          0    0      0  9.56363e+16

